Month,Model,Params,Pooled_Accuracy,Patient_Accuracy_Mean,Patient_Accuracy_Std,Best_So_Far_Pool,Best_So_Far_Pat,Grid
Mes 3,SVM,"C=5, kernel=rbf, gamma=0.001, class_weight=None",0.7281818181818182,0.7281818181818182,0.10528984002848112,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=5, kernel=rbf, gamma=0.001, class_weight=balanced",0.7281818181818182,0.7281818181818182,0.10528984002848112,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=5, kernel=rbf, gamma=0.005, class_weight=None",0.8063636363636364,0.8063636363636363,0.06974570101387868,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=5, kernel=rbf, gamma=0.005, class_weight=balanced",0.8063636363636364,0.8063636363636363,0.06974570101387868,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=5, kernel=rbf, gamma=0.01, class_weight=None",0.8272727272727273,0.8272727272727274,0.07204222820421435,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=5, kernel=rbf, gamma=0.01, class_weight=balanced",0.8272727272727273,0.8272727272727274,0.07204222820421435,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=5, kernel=rbf, gamma=0.02, class_weight=None",0.8254545454545454,0.8254545454545454,0.06634495378370527,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=5, kernel=rbf, gamma=0.02, class_weight=balanced",0.8254545454545454,0.8254545454545454,0.06634495378370527,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=5, kernel=rbf, gamma=0.05, class_weight=None",0.8109090909090909,0.8109090909090909,0.07310131088354407,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=5, kernel=rbf, gamma=0.05, class_weight=balanced",0.8109090909090909,0.8109090909090909,0.07310131088354407,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=5, kernel=rbf, gamma=scale, class_weight=None",0.8245454545454546,0.8245454545454546,0.07097898653070232,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=5, kernel=rbf, gamma=scale, class_weight=balanced",0.8245454545454546,0.8245454545454546,0.07097898653070232,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=5, kernel=rbf, gamma=auto, class_weight=None",0.8245454545454546,0.8245454545454546,0.07097898653070232,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=5, kernel=rbf, gamma=auto, class_weight=balanced",0.8245454545454546,0.8245454545454546,0.07097898653070232,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=7, kernel=rbf, gamma=0.001, class_weight=None",0.7363636363636363,0.7363636363636363,0.09203843968780265,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=7, kernel=rbf, gamma=0.001, class_weight=balanced",0.7363636363636363,0.7363636363636363,0.09203843968780265,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=7, kernel=rbf, gamma=0.005, class_weight=None",0.8209090909090909,0.8209090909090909,0.05923758020961785,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=7, kernel=rbf, gamma=0.005, class_weight=balanced",0.8209090909090909,0.8209090909090909,0.05923758020961785,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=7, kernel=rbf, gamma=0.01, class_weight=None",0.8263636363636364,0.8263636363636364,0.06919848085085478,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=7, kernel=rbf, gamma=0.01, class_weight=balanced",0.8263636363636364,0.8263636363636364,0.06919848085085478,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=7, kernel=rbf, gamma=0.02, class_weight=None",0.8227272727272728,0.8227272727272726,0.07346219582122519,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=7, kernel=rbf, gamma=0.02, class_weight=balanced",0.8227272727272728,0.8227272727272726,0.07346219582122519,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=7, kernel=rbf, gamma=0.05, class_weight=None",0.8145454545454546,0.8145454545454547,0.06799367982296418,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=7, kernel=rbf, gamma=0.05, class_weight=balanced",0.8145454545454546,0.8145454545454547,0.06799367982296418,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=7, kernel=rbf, gamma=scale, class_weight=None",0.8227272727272728,0.8227272727272726,0.0683331653562405,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=7, kernel=rbf, gamma=scale, class_weight=balanced",0.8227272727272728,0.8227272727272726,0.0683331653562405,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=7, kernel=rbf, gamma=auto, class_weight=None",0.8227272727272728,0.8227272727272726,0.0683331653562405,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=7, kernel=rbf, gamma=auto, class_weight=balanced",0.8227272727272728,0.8227272727272726,0.0683331653562405,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=10, kernel=rbf, gamma=0.001, class_weight=None",0.7563636363636363,0.7563636363636363,0.0893317708839145,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=10, kernel=rbf, gamma=0.001, class_weight=balanced",0.7563636363636363,0.7563636363636363,0.0893317708839145,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=10, kernel=rbf, gamma=0.005, class_weight=None",0.8236363636363636,0.8236363636363636,0.059986224313904074,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=10, kernel=rbf, gamma=0.005, class_weight=balanced",0.8236363636363636,0.8236363636363636,0.059986224313904074,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=10, kernel=rbf, gamma=0.01, class_weight=None",0.8272727272727273,0.8272727272727272,0.06265476705495553,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=10, kernel=rbf, gamma=0.01, class_weight=balanced",0.8272727272727273,0.8272727272727272,0.06265476705495553,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=10, kernel=rbf, gamma=0.02, class_weight=None",0.82,0.82,0.07161651778629503,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=10, kernel=rbf, gamma=0.02, class_weight=balanced",0.82,0.82,0.07161651778629503,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=10, kernel=rbf, gamma=0.05, class_weight=None",0.82,0.82,0.06546717049959574,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=10, kernel=rbf, gamma=0.05, class_weight=balanced",0.82,0.82,0.06546717049959574,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=10, kernel=rbf, gamma=scale, class_weight=None",0.8245454545454546,0.8245454545454545,0.06842985187839569,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=10, kernel=rbf, gamma=scale, class_weight=balanced",0.8245454545454546,0.8245454545454545,0.06842985187839569,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=10, kernel=rbf, gamma=auto, class_weight=None",0.8245454545454546,0.8245454545454545,0.06842985187839569,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=10, kernel=rbf, gamma=auto, class_weight=balanced",0.8245454545454546,0.8245454545454545,0.06842985187839569,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=12, kernel=rbf, gamma=0.001, class_weight=None",0.769090909090909,0.769090909090909,0.08895165369016404,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=12, kernel=rbf, gamma=0.001, class_weight=balanced",0.769090909090909,0.769090909090909,0.08895165369016404,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=12, kernel=rbf, gamma=0.005, class_weight=None",0.8227272727272728,0.8227272727272729,0.05863460180580763,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=12, kernel=rbf, gamma=0.005, class_weight=balanced",0.8227272727272728,0.8227272727272729,0.05863460180580763,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=12, kernel=rbf, gamma=0.01, class_weight=None",0.8263636363636364,0.8263636363636364,0.06175130071906069,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=12, kernel=rbf, gamma=0.01, class_weight=balanced",0.8263636363636364,0.8263636363636364,0.06175130071906069,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=12, kernel=rbf, gamma=0.02, class_weight=None",0.8227272727272728,0.8227272727272726,0.06612035107624795,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=12, kernel=rbf, gamma=0.02, class_weight=balanced",0.8227272727272728,0.8227272727272726,0.06612035107624795,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=12, kernel=rbf, gamma=0.05, class_weight=None",0.8190909090909091,0.8190909090909091,0.06658121244945657,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=12, kernel=rbf, gamma=0.05, class_weight=balanced",0.8190909090909091,0.8190909090909091,0.06658121244945657,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=12, kernel=rbf, gamma=scale, class_weight=None",0.8236363636363636,0.8236363636363636,0.06877920116137362,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=12, kernel=rbf, gamma=scale, class_weight=balanced",0.8236363636363636,0.8236363636363636,0.06877920116137362,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=12, kernel=rbf, gamma=auto, class_weight=None",0.8236363636363636,0.8236363636363636,0.06877920116137362,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=12, kernel=rbf, gamma=auto, class_weight=balanced",0.8236363636363636,0.8236363636363636,0.06877920116137362,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=15, kernel=rbf, gamma=0.001, class_weight=None",0.7772727272727272,0.7772727272727273,0.08018573480436343,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=15, kernel=rbf, gamma=0.001, class_weight=balanced",0.7772727272727272,0.7772727272727273,0.08018573480436343,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=15, kernel=rbf, gamma=0.005, class_weight=None",0.8218181818181818,0.8218181818181819,0.05319541395755564,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=15, kernel=rbf, gamma=0.005, class_weight=balanced",0.8218181818181818,0.8218181818181819,0.05319541395755564,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=15, kernel=rbf, gamma=0.01, class_weight=None",0.8290909090909091,0.8290909090909091,0.0612945739310457,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=15, kernel=rbf, gamma=0.01, class_weight=balanced",0.8290909090909091,0.8290909090909091,0.0612945739310457,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=15, kernel=rbf, gamma=0.02, class_weight=None",0.8272727272727273,0.8272727272727274,0.062324132730918594,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=15, kernel=rbf, gamma=0.02, class_weight=balanced",0.8272727272727273,0.8272727272727274,0.062324132730918594,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=15, kernel=rbf, gamma=0.05, class_weight=None",0.82,0.82,0.06546717049959574,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=15, kernel=rbf, gamma=0.05, class_weight=balanced",0.82,0.82,0.06546717049959574,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=15, kernel=rbf, gamma=scale, class_weight=None",0.8227272727272728,0.8227272727272726,0.0665563826099023,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=15, kernel=rbf, gamma=scale, class_weight=balanced",0.8227272727272728,0.8227272727272726,0.0665563826099023,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=15, kernel=rbf, gamma=auto, class_weight=None",0.8227272727272728,0.8227272727272726,0.0665563826099023,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=15, kernel=rbf, gamma=auto, class_weight=balanced",0.8227272727272728,0.8227272727272726,0.0665563826099023,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=20, kernel=rbf, gamma=0.001, class_weight=None",0.79,0.7899999999999999,0.06551764635173545,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=20, kernel=rbf, gamma=0.001, class_weight=balanced",0.79,0.7899999999999999,0.06551764635173545,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=20, kernel=rbf, gamma=0.005, class_weight=None",0.8245454545454546,0.8245454545454546,0.051152017805946186,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=20, kernel=rbf, gamma=0.005, class_weight=balanced",0.8245454545454546,0.8245454545454546,0.051152017805946186,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=20, kernel=rbf, gamma=0.01, class_weight=None",0.8236363636363636,0.8236363636363636,0.0656436661764934,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=20, kernel=rbf, gamma=0.01, class_weight=balanced",0.8236363636363636,0.8236363636363636,0.0656436661764934,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=20, kernel=rbf, gamma=0.02, class_weight=None",0.8345454545454546,0.8345454545454546,0.057251078159395605,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=20, kernel=rbf, gamma=0.02, class_weight=balanced",0.8345454545454546,0.8345454545454546,0.057251078159395605,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=20, kernel=rbf, gamma=0.05, class_weight=None",0.8181818181818182,0.8181818181818181,0.06772574738977882,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=20, kernel=rbf, gamma=0.05, class_weight=balanced",0.8181818181818182,0.8181818181818181,0.06772574738977882,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=20, kernel=rbf, gamma=scale, class_weight=None",0.8263636363636364,0.8263636363636364,0.05943257864974966,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=20, kernel=rbf, gamma=scale, class_weight=balanced",0.8263636363636364,0.8263636363636364,0.05943257864974966,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=20, kernel=rbf, gamma=auto, class_weight=None",0.8263636363636364,0.8263636363636364,0.05943257864974966,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=20, kernel=rbf, gamma=auto, class_weight=balanced",0.8263636363636364,0.8263636363636364,0.05943257864974966,0.8245454545454546,0.8245454545454545,1
Mes 3,SVM,"C=1, kernel=poly, degree=2, gamma=scale, coef0=0.0, class_weight=None",0.6590909090909091,0.6590909090909092,0.12408341635720717,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=1, kernel=poly, degree=2, gamma=scale, coef0=1.0, class_weight=None",0.8054545454545454,0.8054545454545454,0.0696152353420969,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=1, kernel=poly, degree=2, gamma=auto, coef0=0.0, class_weight=None",0.6590909090909091,0.6590909090909092,0.12408341635720717,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=1, kernel=poly, degree=2, gamma=auto, coef0=1.0, class_weight=None",0.8054545454545454,0.8054545454545454,0.0696152353420969,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=1, kernel=poly, degree=2, gamma=0.01, coef0=0.0, class_weight=None",0.6172727272727273,0.6172727272727273,0.12502561720974503,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=1, kernel=poly, degree=2, gamma=0.01, coef0=1.0, class_weight=None",0.7772727272727272,0.7772727272727273,0.08944271909999157,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=1, kernel=poly, degree=3, gamma=scale, coef0=0.0, class_weight=None",0.6427272727272727,0.6427272727272726,0.14694126560360804,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=1, kernel=poly, degree=3, gamma=scale, coef0=1.0, class_weight=None",0.8181818181818182,0.8181818181818183,0.06357139540744397,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=1, kernel=poly, degree=3, gamma=auto, coef0=0.0, class_weight=None",0.6427272727272727,0.6427272727272726,0.14694126560360804,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=1, kernel=poly, degree=3, gamma=auto, coef0=1.0, class_weight=None",0.8181818181818182,0.8181818181818183,0.06357139540744397,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=1, kernel=poly, degree=3, gamma=0.01, coef0=0.0, class_weight=None",0.5627272727272727,0.5627272727272727,0.13567705945667424,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=1, kernel=poly, degree=3, gamma=0.01, coef0=1.0, class_weight=None",0.81,0.8099999999999999,0.06513812406426495,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=1, kernel=poly, degree=4, gamma=scale, coef0=0.0, class_weight=None",0.5790909090909091,0.5790909090909091,0.11099102785569115,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=1, kernel=poly, degree=4, gamma=scale, coef0=1.0, class_weight=None",0.8236363636363636,0.8236363636363636,0.05716439971731813,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=1, kernel=poly, degree=4, gamma=auto, coef0=0.0, class_weight=None",0.5790909090909091,0.5790909090909091,0.11099102785569115,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=1, kernel=poly, degree=4, gamma=auto, coef0=1.0, class_weight=None",0.8236363636363636,0.8236363636363636,0.05716439971731813,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=1, kernel=poly, degree=4, gamma=0.01, coef0=0.0, class_weight=None",0.49,0.49000000000000005,0.08328979578942806,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=1, kernel=poly, degree=4, gamma=0.01, coef0=1.0, class_weight=None",0.8145454545454546,0.8145454545454547,0.06539138366674344,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=10, kernel=poly, degree=2, gamma=scale, coef0=0.0, class_weight=None",0.7609090909090909,0.760909090909091,0.06708819900907305,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=10, kernel=poly, degree=2, gamma=scale, coef0=1.0, class_weight=None",0.84,0.8400000000000001,0.04335134188205953,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=10, kernel=poly, degree=2, gamma=auto, coef0=0.0, class_weight=None",0.7609090909090909,0.760909090909091,0.06708819900907305,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=10, kernel=poly, degree=2, gamma=auto, coef0=1.0, class_weight=None",0.84,0.8400000000000001,0.04335134188205953,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=10, kernel=poly, degree=2, gamma=0.01, coef0=0.0, class_weight=None",0.7281818181818182,0.7281818181818182,0.0811793239971121,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=10, kernel=poly, degree=2, gamma=0.01, coef0=1.0, class_weight=None",0.8345454545454546,0.8345454545454546,0.04763844547845058,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=10, kernel=poly, degree=3, gamma=scale, coef0=0.0, class_weight=None",0.7227272727272728,0.7227272727272727,0.09723448696087957,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=10, kernel=poly, degree=3, gamma=scale, coef0=1.0, class_weight=None",0.82,0.8200000000000001,0.055193124496947396,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=10, kernel=poly, degree=3, gamma=auto, coef0=0.0, class_weight=None",0.7227272727272728,0.7227272727272727,0.09723448696087957,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=10, kernel=poly, degree=3, gamma=auto, coef0=1.0, class_weight=None",0.82,0.8200000000000001,0.055193124496947396,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=10, kernel=poly, degree=3, gamma=0.01, coef0=0.0, class_weight=None",0.6763636363636364,0.6763636363636363,0.1434636475969372,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=10, kernel=poly, degree=3, gamma=0.01, coef0=1.0, class_weight=None",0.8145454545454546,0.8145454545454545,0.06707587907526076,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=10, kernel=poly, degree=4, gamma=scale, coef0=0.0, class_weight=None",0.6636363636363637,0.6636363636363636,0.09451922713141842,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=10, kernel=poly, degree=4, gamma=scale, coef0=1.0, class_weight=None",0.8318181818181818,0.8318181818181818,0.054012548281865275,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=10, kernel=poly, degree=4, gamma=auto, coef0=0.0, class_weight=None",0.6636363636363637,0.6636363636363636,0.09451922713141842,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=10, kernel=poly, degree=4, gamma=auto, coef0=1.0, class_weight=None",0.8318181818181818,0.8318181818181818,0.054012548281865275,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=10, kernel=poly, degree=4, gamma=0.01, coef0=0.0, class_weight=None",0.6181818181818182,0.6181818181818182,0.11884429705353454,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=10, kernel=poly, degree=4, gamma=0.01, coef0=1.0, class_weight=None",0.8227272727272728,0.8227272727272726,0.05919571125854437,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=100, kernel=poly, degree=2, gamma=scale, coef0=0.0, class_weight=None",0.7663636363636364,0.7663636363636364,0.05937693015566522,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=100, kernel=poly, degree=2, gamma=scale, coef0=1.0, class_weight=None",0.8318181818181818,0.8318181818181818,0.04045199174779454,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=100, kernel=poly, degree=2, gamma=auto, coef0=0.0, class_weight=None",0.7663636363636364,0.7663636363636364,0.05937693015566522,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=100, kernel=poly, degree=2, gamma=auto, coef0=1.0, class_weight=None",0.8318181818181818,0.8318181818181818,0.04045199174779454,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=100, kernel=poly, degree=2, gamma=0.01, coef0=0.0, class_weight=None",0.77,0.77,0.05725107815939559,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=100, kernel=poly, degree=2, gamma=0.01, coef0=1.0, class_weight=None",0.8363636363636363,0.8363636363636363,0.04397595135435573,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=100, kernel=poly, degree=3, gamma=scale, coef0=0.0, class_weight=None",0.7654545454545455,0.7654545454545454,0.05825279761309378,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=100, kernel=poly, degree=3, gamma=scale, coef0=1.0, class_weight=None",0.8272727272727273,0.8272727272727274,0.05037052791707296,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=100, kernel=poly, degree=3, gamma=auto, coef0=0.0, class_weight=None",0.7654545454545455,0.7654545454545454,0.05825279761309378,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=100, kernel=poly, degree=3, gamma=auto, coef0=1.0, class_weight=None",0.8272727272727273,0.8272727272727274,0.05037052791707296,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=100, kernel=poly, degree=3, gamma=0.01, coef0=0.0, class_weight=None",0.7472727272727273,0.7472727272727273,0.06444935227187676,0.8245454545454546,0.8245454545454545,2
Mes 3,SVM,"C=100, kernel=poly, degree=3, gamma=0.01, coef0=1.0, class_weight=None",0.83,0.8300000000000001,0.04950999565160036,0.8245454545454546,0.8245454545454545,2
